name,years,reviews,employee,rating,type,highly_rated_for
Bussan Auto Finance,New Delhi +43 more,284,201-500 Employees,4.5,Financial Services,"Company Culture, Salary & Benefits, Work Satisfaction"
SOLAR INDUSTRIES INDIA,28 years old,284,1k-5k Employees,3.8,Chemicals,Job Security
People Group,Mumbai +27 more,284,1k-5k Employees,3.7,Internet,null
Fuji Electric,Tokyo +31 more,284,1k-5k Employees,4.0,Industrial Machinery,"Job Security, Work Life Balance"
Broadcom,47 years old,283,1k-5k Employees,3.6,Semiconductors,Salary & Benefits
Invesco,88 years old,283,1k-5k Employees,4.1,Management Consulting,"Work Life Balance, Company Culture, Job Security"
NetApp,31 years old,283,1k-5k Employees,3.9,IT Services & Consulting,"Work Life Balance, Company Culture, Salary & Benefits"
Tredence,San Jose +5 more,283,1k-5k Employees,3.6,IT Services & Consulting,null
Aditya Birla Minacs,Bellandur +11 more,283,10k-50k Employees,4.4,IT Services & Consulting,"Skill Development / Learning, Company Culture, Work Satisfaction"
Signutra,Wilmington +55 more,283,201-500 Employees,4.6,Pharma,"Company Culture, Skill Development / Learning, Work Satisfaction"
Johnson Controls Hitachi Air Conditioning,null,283,Kadi +32 more,3.9,Consumer Electronics & Appliances,Work Life Balance
Sunwoda,Greater Noida +4 more,283,201-500 Employees,4.2,Electronics Manufacturing,"Job Security, Company Culture, Work Life Balance"
Time Technoplast,Mumbai +28 more,282,Public,3.6,1k-5k Employees,null
Macquarie Group,54 years old,282,1k-5k Employees,3.6,Financial Services,null
Brigade Group,37 years old,282,501-1k Employees,4.1,Real Estate,"Job Security, Skill Development / Learning, Company Culture"
Hajee A P Bava Construction,Bangalore/Bengaluru +41 more,282,201-500 Employees,3.8,Engineering & Construction,Skill Development / Learning
Jubilant Agri and Consumer Products,Gurgaon/Gurugram +52 more,282,501-1k Employees,4.1,Chemicals,"Job Security, Salary & Benefits, Work Life Balance"
Brigade Group,37 years old,282,501-1k Employees,4.1,Real Estate,"Job Security, Skill Development / Learning, Company Culture"
Kogta Financial,27 years old,282,1k-5k Employees,4.3,NBFC,"Company Culture, Work Life Balance, Job Security"
Hajee A P Bava Construction,Bangalore/Bengaluru +41 more,282,201-500 Employees,3.8,Engineering & Construction,Skill Development / Learning
Eisai Pharmaceuticals,19 years old,282,51-200 Employees,4.2,Pharma,"Work Life Balance, Company Culture, Salary & Benefits"
Kcc Buildcon,Gurgaon/Gurugram +44 more,282,201-500 Employees,4.1,Engineering & Construction,"Work Satisfaction, Work Life Balance, Company Culture"
Aster Dm Healthcare,36 years old,282,1k-5k Employees,3.7,Healthcare,null
Wonderla Holidays,23 years old,282,501-1k Employees,4.6,Hospitality,"Company Culture, Work Satisfaction, Job Security"
CodeClouds,Pipitea +4 more,281,201-500 Employees,4.5,Software Product,"Company Culture, Salary & Benefits, Work Life Balance"
CommScope,North carolina +14 more,281,1k-5k Employees,3.8,Telecom,"Work Life Balance, Company Culture, Salary & Benefits"
Gilbarco Veeder Root,Greensboro +37 more,281,201-500 Employees,3.7,Industrial Machinery,null
Resurgent India,Gurgaon +10 more,281,201-500 Employees,4.7,Investment Banking / Venture Capital / Private Equity,"Company Culture, Job Security, Skill Development / Learning"
XL Health,Bangalore/Bengaluru +3 more,281,11-50 Employees,4.3,Insurance,"Job Security, Company Culture, Salary & Benefits"
Wipro GE Health Care,Chicago +30 more,281,1k-5k Employees,4.1,IT Services & Consulting,"Skill Development / Learning, Company Culture, Work Satisfaction"
Chambal Fertilisers And Chemicals,38 years old,281,1k-5k Employees,4.0,Agro Chemicals,"Job Security, Salary & Benefits, Skill Development / Learning"
Indian Immunologicals,41 years old,280,1k-5k Employees,4.0,Biotechnology,"Job Security, Work Life Balance"
Win Medicare,Delhi/NCR +50 more,280,501-1k Employees,4.1,Pharma,"Skill Development / Learning, Company Culture, Work Life Balance"
Stryker,82 years old,280,1k-5k Employees,4.2,Medical Equipment,"Work Life Balance, Company Culture, Job Security"
India Glycols,40 years old,280,1k-5k Employees,4.0,Chemicals,"Job Security, Work Life Balance, Work Satisfaction"
Webskitters,Kolkata +3 more,280,501-1k Employees,4.5,IT Services & Consulting,"Skill Development / Learning, Company Culture, Job Security"
Katerra,8 years old,280,501-1k Employees,3.4,Engineering & Construction,"Job Security, Promotions / Appraisal"
OnePlus,10 years old,280,1k-5k Employees,4.1,Consumer Electronics & Appliances,"Skill Development / Learning, Work Life Balance, Company Culture"
2COMS,Kolkata +38 more,280,10k-50k Employees,3.5,Recruitment,null
Escon Elevators,Navi Mumbai +13 more,280,51-200 Employees,3.5,Industrial Machinery,null
LearningMate Solutions,Mumbai +3 more,279,1k-5k Employees,3.8,EdTech,Job Security
Indorama,48 years old,279,51-200 Employees,3.9,Fashion & Textile,Job Security
Kuehne + Nagel,Schindellegi +25 more,279,501-1k Employees,4.0,Logistics,"Skill Development / Learning, Company Culture, Job Security"
S2 Infotech,18 years old,279,201-500 Employees,3.2,Recruitment,"Job Security, Promotions / Appraisal, Salary & Benefits"
Henkel Adhesives Technologies,Düsseldorf +20 more,279,501-1k Employees,4.2,Chemicals,"Work Life Balance, Salary & Benefits, Company Culture"
Laxmi Organic Industries,31 years old,279,201-500 Employees,4.0,Chemicals,"Job Security, Skill Development / Learning, Work Life Balance"
Chaitanya India Fin Credit,Bangalore +104 more,279,5k-10k Employees,4.0,Financial Services,"Company Culture, Work Life Balance, Skill Development / Learning"
Epiroc,150 years old,279,1k-5k Employees,3.9,Industrial Machinery,"Work Life Balance, Job Security"
Global Healthcare Billing Partners,Chennai +3 more,279,1k-5k Employees,3.5,BPO,null
IMS People,Ahmedabad +19 more,278,1k-5k Employees,3.5,Recruitment,null
Johnson Matthey,London +15 more,278,Forbes Global 2000,4.0,501-1k Employees,"Work Life Balance, Company Culture"
GGS Information Services,York +8 more,278,501-1k Employees,3.7,IT Services & Consulting,null
Western Refrigeration,Mumbai +30 more,278,501-1k Employees,4.0,Industrial Machinery,"Job Security, Salary & Benefits, Skill Development / Learning"
DataMetica,Pune +3 more,278,501-1k Employees,4.0,IT Services & Consulting,"Skill Development / Learning, Job Security, Salary & Benefits"
Tribhovandas Bhimji Zaveri,159 years old,278,1k-5k Employees,4.1,Metals & Mining,"Skill Development / Learning, Job Security, Work Life Balance"
Mothers Recipe,Pune +52 more,278,501-1k Employees,4.2,Food Processing,"Company Culture, Job Security, Work Life Balance"
Datamatics Business Solutions,41 years old,278,1k-5k Employees,3.6,Management Consulting,Promotions / Appraisal
Yusen Logistics,Tokyo +29 more,277,501-1k Employees,4.1,Logistics,"Company Culture, Job Security, Skill Development / Learning"
SUEZ Environnement,Paris +30 more,277,501-1k Employees,4.1,Waste Management,"Work Life Balance, Skill Development / Learning, Job Security"
SMEC,North Sydney +56 more,277,501-1k Employees,4.1,Real Estate,"Work Life Balance, Company Culture, Salary & Benefits"
FCm Travel Solutions,null,277,37 years old,3.6,1k-5k Employees,null
National Fertilizers,49 years old,277,1k-5k Employees,4.2,Agro Chemicals,"Job Security, Work Life Balance, Company Culture"
Indian Space Research Organisation,54 years old,277,10k-50k Employees,4.4,Defence & Aerospace,"Work Life Balance, Skill Development / Learning, Work Satisfaction"
Artemis Health Institute,16 years old,277,1k-5k Employees,4.3,Healthcare,"Job Security, Skill Development / Learning, Company Culture"
SoftwareONE,Gurgaon/Gurugram +17 more,276,1k-5k Employees,3.9,IT Services & Consulting,"Job Security, Company Culture, Work Life Balance"
FoodPanda,11 years old,276,501-1k Employees,4.0,Internet,"Work Life Balance, Company Culture, Skill Development / Learning"
Runwal Group,Mumbai +7 more,276,201-500 Employees,3.8,Real Estate,Job Security
Deluxe Entertainment,Hollywood +7 more,276,1k-5k Employees,3.4,Media & Entertainment,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Sri Krishna Pharmaceuticals,Hyderabad/Secunderabad +7 more,276,201-500 Employees,4.0,Pharma,"Work Life Balance, Job Security"
SkillVertex,Bangalore +6 more,276,201-500 Employees,3.8,EdTech,"Skill Development / Learning, Company Culture"
HUDL,Lincoln +11 more,276,501-1k Employees,3.5,Software Product,"Promotions / Appraisal, Skill Development / Learning"
Ashapura Group Of Industries,Mumbai +27 more,276,Public,4.0,201-500 Employees,"Work Life Balance, Job Security, Company Culture"
Sahyadri Hospital,Pune +6 more,276,1k-5k Employees,4.3,Healthcare,"Job Security, Skill Development / Learning, Company Culture"
MarketStar,Ogden +7 more,276,1k-5k Employees,3.3,Marketing & Advertising,"Promotions / Appraisal, Job Security"
NKG Infrastructure,Delhi/NCR +36 more,275,1k-5k Employees,3.7,Engineering & Construction,null
Mahendra NextWealth IT,Salem +12 more,275,1k-5k Employees,3.7,IT Services & Consulting,Job Security
Kutchina,Kolkata +52 more,275,201-500 Employees,3.8,Consumer Electronics & Appliances,Work Life Balance
Narayana e-Techno School,Hyderabad +44 more,275,501-1k Employees,3.5,Education & Training,null
British Petroleum,114 years old,275,1k-5k Employees,3.8,Oil & Gas,"Work Life Balance, Salary & Benefits"
EXEDY,Keysborough +16 more,275,201-500 Employees,3.8,Auto Components,"Job Security, Skill Development / Learning, Work Life Balance"
Continental Engines,New Delhi +25 more,275,10k-50k Employees,4.0,Auto Components,"Skill Development / Learning, Job Security"
London Stock Exchange Group,null,275,325 years old,4.1,5k-10k Employees,"Job Security, Work Life Balance, Company Culture"
Star Bazaar,Mumbai +26 more,274,1k-5k Employees,4.1,Retail,"Job Security, Company Culture, Work Life Balance"
Ryan,Dallas +3 more,274,501-1k Employees,4.4,Accounting & Auditing,"Job Security, Company Culture, Work Life Balance"
Jeeves Consumer Services,Bangalore +49 more,274,5k-10k Employees,3.9,Consumer Electronics & Appliances,null
Siti Networks,29 years old,274,201-500 Employees,4.0,Media & Entertainment,Work Life Balance
TheMathCompany,7 years old,274,1k-5k Employees,2.7,Emerging Technologies,"Job Security, Work Life Balance, Work Satisfaction"
Acko General Insurance,7 years old,274,1k-5k Employees,3.9,Insurance,Company Culture
Thales,23 years old,273,1k-5k Employees,4.0,IT Services & Consulting,"Work Life Balance, Job Security, Salary & Benefits"
Kerala State Electricity Board,66 years old,273,10k-50k Employees,4.2,Power,"Work Life Balance, Work Satisfaction, Skill Development / Learning"
SHARE Microfin,Hyderabad/Secunderabad +107 more,273,501-1k Employees,4.1,Financial Services,"Company Culture, Skill Development / Learning, Work Life Balance"
Lafarge,Paris +73 more,273,201-500 Employees,4.1,Building Material,"Job Security, Skill Development / Learning, Company Culture"
VKC Group,Calicut/Kozhikode +36 more,273,1k-5k Employees,3.8,Fashion & Textile,null
Hewlett Packard Globalsoft,null,273,null,4.0,Bengaluru/Bangalore +6 more,"Work Life Balance, Company Culture, Job Security"
Sakthi Auto Components,40 years old,273,501-1k Employees,3.1,Auto Components,"Promotions / Appraisal, Company Culture, Salary & Benefits"
RSPL GHARI DETERGENT,Kanpur +61 more,273,501-1k Employees,4.1,FMCG,"Job Security, Skill Development / Learning, Work Life Balance"
Akumentis Healthcare,Thane +41 more,273,1k-5k Employees,3.6,Healthcare,null
Vasan Eye Care Hospitals,Chennai +66 more,273,5k-10k Employees,4.0,Healthcare,"Company Culture, Job Security, Skill Development / Learning"
Nettur Technical Training Foundation,Bangalore/Bengaluru +36 more,272,501-1k Employees,4.1,Education & Training,"Job Security, Skill Development / Learning, Work Life Balance"
Roca Bathroom Products,Municipality of GavÃ +45 more,272,1k-5k Employees,3.8,Building Material,null
TIBCO Software,Palo Alto +7 more,272,1k-5k Employees,3.9,Software Product,"Work Life Balance, Company Culture"
BPTP,Gurgaon/Gurugram +4 more,272,501-1k Employees,4.3,Real Estate,"Work Life Balance, Job Security, Company Culture"
Kelly Services,Troy +34 more,271,201-500 Employees,4.2,Recruitment,"Company Culture, Work Life Balance, Work Satisfaction"
Merck,Rahway +40 more,271,1k-5k Employees,4.3,Pharma,"Work Life Balance, Job Security, Company Culture"
OnProcess Technology,Ashland +2 more,271,501-1k Employees,3.7,Software Product,null
International Game Technology,Gurgaon/Gurugram +8 more,271,501-1k Employees,3.3,Gaming,Promotions / Appraisal
Buzzworks Business Services,Chennai +44 more,271,501-1k Employees,3.8,Recruitment,Work Life Balance
Victora Tool Engineers,Faridabad +7 more,271,1k-5k Employees,4.0,Auto Components,Skill Development / Learning
Padget Electronics,null,271,501-1k Employees,3.8,Industrial Machinery,Skill Development / Learning
Karvy Innotech,11 years old,271,51-200 Employees,3.1,IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Company Culture"
FiveS Digital,Udaipur +17 more,271,501-1k Employees,3.2,BPO,"Promotions / Appraisal, Salary & Benefits, Job Security"
Landis+Gyr,127 years old,270,1k-5k Employees,3.8,Electrical Equipment,"Work Life Balance, Company Culture"
Apex Laboratories,Chennai +44 more,270,1k-5k Employees,3.9,Pharma,"Job Security, Work Life Balance, Company Culture"
Rail Vikas Nigam,20 years old,270,501-1k Employees,3.1,FMCG,"Job Security, Promotions / Appraisal, Company Culture"
Tagros Chemicals,Chennai +6 more,270,51-200 Employees,3.6,Agro Chemicals,null
Madina Group,Doha +17 more,270,201-500 Employees,4.5,Oil & Gas,"Skill Development / Learning, Work Satisfaction, Work Life Balance"
Bonfiglioli Transmissions Private Limited,Lippo di Calderara di Reno +13 more,270,501-1k Employees,3.7,Industrial Machinery,Job Security
Bajaj Consumer Care,93 years old,270,201-500 Employees,3.9,FMCG,Salary & Benefits
ACG Associated Capsules,Mumbai +13 more,270,1k-5k Employees,4.0,Pharma,"Salary & Benefits, Skill Development / Learning, Job Security"
African Industries,Lagos +7 more,270,201-500 Employees,4.2,Metals & Mining,"Job Security, Work Life Balance, Work Satisfaction"
Ksb Pumps,Pune +30 more,270,1k-5k Employees,3.9,Industrial Machinery,"Job Security, Skill Development / Learning"
Zara,Â Arteixo +20 more,269,1k-5k Employees,3.7,Fashion & Textile,Skill Development / Learning
Capital Trust,37 years old,269,201-500 Employees,3.7,NBFC,null
Airtel DTH Services,Gurgaon +92 more,269,5k-10k Employees,4.2,Telecom,"Skill Development / Learning, Company Culture, Work Life Balance"
JoulestoWatts Business Solutions,8 years old,269,201-500 Employees,2.9,IT Services & Consulting,"Job Security, Promotions / Appraisal, Work Satisfaction"
World Vision,Monrovia +80 more,269,1k-5k Employees,4.5,Non-Profit,"Skill Development / Learning, Work Satisfaction, Company Culture"
Transguard Group,Dubai +21 more,269,501-1k Employees,3.9,Law Enforcement & Security,"Skill Development / Learning, Job Security, Work Satisfaction"
Eurofins It Solutions,Bangalore/Bengaluru +4 more,269,1k-5k Employees,3.1,IT Services & Consulting,Promotions / Appraisal
Gyan Dairy,Lucknow +24 more,269,201-500 Employees,4.0,Food Processing,Skill Development / Learning
Roop Automotives,Gurgaon/Gurugram +7 more,269,201-500 Employees,4.3,Auto Components,"Skill Development / Learning, Job Security, Company Culture"
Gujarat Ambuja Exports,32 years old,269,1k-5k Employees,3.7,Agro Chemicals,null
CMR Green Technologies,17 years old,269,1k-5k Employees,3.9,Metals & Mining,Skill Development / Learning
Puravankara,48 years old,269,501-1k Employees,3.7,Real Estate,null
Kirby Building Systems,Kuwait City +25 more,269,501-1k Employees,3.9,Engineering & Construction,Job Security
Tata BlueScope Steel,Pune +25 more,268,501-1k Employees,3.8,Iron & Steel,"Job Security, Work Life Balance"
AVAYA,Durham +12 more,268,1k-5k Employees,3.9,Software Product,"Work Life Balance, Company Culture"
DEN Networks,16 years old,268,1k-5k Employees,3.8,Media & Entertainment,null
Holcim,111 years old,268,1k-5k Employees,3.5,Building Material,null
Ranbaxy,62 years old,268,10k-50k Employees,4.4,Pharma,"Job Security, Salary & Benefits, Promotions / Appraisal"
Tata BlueScope Steel,Pune +25 more,268,501-1k Employees,3.8,Iron & Steel,"Job Security, Work Life Balance"
Tata Toyo Radiator,Pune +8 more,268,201-500 Employees,3.6,Auto Components,Job Security
Bharat Seats,37 years old,268,201-500 Employees,3.8,Auto Components,null
